"PPG_Item","Category","Market","Retailer","Brand","Display_Spend","Feature_Spend"
"DT DENTALIFE DT 06.8-7.8OZ","Dog Treats","ROM","Fareway","Dentalife",0,0
"DD DOG CHOW GREEN BG 42-46LB","Dry Dog","Retailer","Fareway","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 42-46LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD DOG CHOW LX 04LB","Dry Dog","Retailer","Fareway","Dog Chow Line",0,0
"DD DOG CHOW LX 04LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD BEYOND SMP9 14.5-15.5LB","Dry Dog","ROM","Fareway","Beyond",0,0
"CW PURINA ONE 03OZ","Wet Cat","ROM","Fareway","Purina One",0,0
"CW BEYOND 03OZ","Wet Cat","ROM","Fareway","Beyond",0,0
"DT HONEST TO DOG AOF","Dog Treats","Retailer","Fareway","Honest To Dog",0,0
"DD PUPPY CHOW 08.8LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD PRO PLAN ESSENTIAL 33-35LB","Dry Dog","ROM","Fareway","Pro Plan",0,0
"DD BENEFUL PREMIUM 09.4-12.5LB","Dry Dog","Retailer","Fareway","Beneful",0,0
"DD BENEFUL PREMIUM 09.4-12.5LB","Dry Dog","ROM","Fareway","Beneful",0,0
"DD MOIST AND MEATY 012OZ","Dry Dog","ROM","Fareway","Moist & Meaty",0,0
"DT BEGGIN MT 25OZ","Dog Treats","Retailer","Fareway","Beggin'",0,0
"DT BEGGIN MT 25OZ","Dog Treats","ROM","Fareway","Beggin'",0,0
"DT BUSY CW 06.5-7OZ","Dog Treats","ROM","Fareway","Busy",0,0
"CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","Retailer","Fareway","Friskies",0,0
"CT FRISKIES PARTY MIX/NAT YUM CR 06OZ","Cat Treats","ROM","Fareway","Friskies",0,0
"CW AO PREMIUM","Wet Cat","Retailer","Fareway","Friskies",0,0
"DD PURINA ONE TRU INST 07.4LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD DOG CHOW GREEN BG 18.5-20LB","Dry Dog","Retailer","Fareway","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 18.5-20LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD PUPPY CHOW 16.5LB","Dry Dog","Retailer","Fareway","Dog Chow Line",0,0
"DD PUPPY CHOW 16.5LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD PURINA ONE TRU INST GF 03LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML 03LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST GF 06LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD ALPO 04LB","Dry Dog","Retailer","Fareway","Alpo",0,0
"DD ALPO 04LB","Dry Dog","ROM","Fareway","Alpo",0,0
"DD BEYOND SM-BRD/SPR FOOD 03-4LB","Dry Dog","ROM","Fareway","Beyond",0,0
"DD BELLA 03LB","Dry Dog","Retailer","Fareway","Bella",0,0
"DD BELLA 03LB","Dry Dog","ROM","Fareway","Bella",0,0
"CW FANCY FEAST MEDLEYS 03OZ","Wet Cat","ROM","Fareway","Fancy Feast",0,0
"DD PUPPY CHOW 04.4LB","Dry Dog","Retailer","Fareway","Dog Chow Line",0,0
"DD PUPPY CHOW 04.4LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DT DENTALIFE ACTIVEFRESH DT 24.1OZ","Dog Treats","Retailer","Fareway","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 24.1OZ","Dog Treats","ROM","Fareway","Dentalife",0,0
"DD MOIST AND MEATY 072OZ","Dry Dog","Retailer","Fareway","Moist & Meaty",0,0
"DD MOIST AND MEATY 072OZ","Dry Dog","ROM","Fareway","Moist & Meaty",0,0
"DD DOG CHOW LX 13.5LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 04.4LB","Dry Dog","Retailer","Fareway","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 04.4LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD PURINA ONE TRU INST 15LB","Dry Dog","Retailer","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST 15LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PRO PLAN SPORT PERFORM 37.5LB","Dry Dog","ROM","Fareway","Pro Plan",0,0
"DD PURINA ONE ML 16.5LB","Dry Dog","Retailer","Fareway","Purina One",0,0
"DD PURINA ONE ML 16.5LB","Dry Dog","ROM","Fareway","Purina One",0,0
"CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","Retailer","Fareway","Friskies",0,0
"CT FRISKIES PARTY MIX/NAT YUM CR 20OZ","Cat Treats","ROM","Fareway","Friskies",0,0
"DD PURINA ONE TRU INST 27.5LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DW ALPO 13.0-13.2OZ","Wet Dog","ROM","Fareway","Alpo",0,0
"CW FANCY FEAST ML 03OZ  12CT","Wet Cat","ROM","Fareway","Fancy Feast",0,0
"CW FRISKIES PREMIUM 03.5OZ","Wet Cat","ROM","Fareway","Friskies",0,0
"DD DOG CHOW GREEN BG 04LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"CT DENTALIFE DNT 01.8OZ","Cat Treats","ROM","Fareway","Dentalife",0,0
"DD MOIST AND MEATY 036OZ","Dry Dog","ROM","Fareway","Moist & Meaty",0,0
"DD DOG CHOW GREEN BG 14LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD ALPO 14LB","Dry Dog","ROM","Fareway","Alpo",0,0
"DD PURINA ONE TRU INST GF 12.5LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST 12LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DT PRIME JERKY  MT 05OZ","Dog Treats","ROM","Fareway","Prime",0,0
"DD PURINA ONE TRU INST 40LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DT ALPO DT 01.6OZ","Dog Treats","ROM","Fareway","Alpo",0,0
"DT ALPO DT 21OZ","Dog Treats","ROM","Fareway","Alpo",0,0
"DT ALPO VARIETY SNAPS CR 32OZ","Dog Treats","ROM","Fareway","Alpo",0,0
"DT ALPO VARIETY SNAPS CR 60OZ","Dog Treats","ROM","Fareway","Alpo",0,0
"DT ALPO VARIETY SNAPS CR 16OZ","Dog Treats","ROM","Fareway","Alpo",0,0
"DT T BONZ MT 40OZ","Dog Treats","ROM","Fareway","Alpo",0,0
"DT T BONZ MT 10OZ","Dog Treats","ROM","Fareway","Alpo",0,0
"DT T BONZ MT 45OZ","Dog Treats","ROM","Fareway","Alpo",0,0
"DT ALPO TWIST-ABLES MT 05.5OZ","Dog Treats","ROM","Fareway","Alpo",0,0
"DD BENEFUL 48LB","Dry Dog","ROM","Fareway","Beneful",0,0
"DT BEGGIN FUN SIZE MT 01.3OZ","Dog Treats","ROM","Fareway","Beggin'",0,0
"DT BEGGIN MT 03OZ","Dog Treats","ROM","Fareway","Beggin'",0,0
"DT BEGGIN MT 48OZ","Dog Treats","ROM","Fareway","Beggin'",0,0
"DD MOIST AND MEATY 216OZ","Dry Dog","ROM","Fareway","Moist & Meaty",0,0
"DT BEGGIN MT 08.5-9OZ","Dog Treats","ROM","Fareway","Beggin'",0,0
"DT BEGGIN MT 40OZ","Dog Treats","ROM","Fareway","Beggin'",0,0
"DT BEGGIN MT 32OZ 2CT","Dog Treats","ROM","Fareway","Beggin'",0,0
"DD DOG CHOW LX 40LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DT BENEFUL BAKED CR 19.5-22OZ","Dog Treats","ROM","Fareway","Beneful",0,0
"DD MOIST AND MEATY 360OZ","Dry Dog","ROM","Fareway","Moist & Meaty",0,0
"DT BENEFUL BAKED CR 32-36OZ","Dog Treats","ROM","Fareway","Beneful",0,0
"DD PURINA ONE ML 08LB","Dry Dog","Retailer","Fareway","Purina One",0,0
"DD PURINA ONE ML 08LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML 31.1LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST 36LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML 44LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML 40LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD DOG CHOW GREEN BG 48-55LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD PURINA ONE TRU INST HI-PRO 27.5LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST HI-PRO 15LB","Dry Dog","Retailer","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST HI-PRO 15LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DT BUSY CW 35OZ","Dog Treats","ROM","Fareway","Busy",0,0
"CT WHISKER LICKINS CR 10OZ","Cat Treats","ROM","Fareway","Whisker Lickins",0,0
"DT BUSY CW 01.2-1.7OZ","Dog Treats","ROM","Fareway","Busy",0,0
"DT BUSY CHEWNOLA CW 04OZ","Dog Treats","ROM","Fareway","Busy",0,0
"DT BUSY CWNOLA CW 20OZ","Dog Treats","ROM","Fareway","Busy",0,0
"DT BUSY TWISTS CW 06.5OZ","Dog Treats","ROM","Fareway","Busy",0,0
"DT BUSY WRAPS CW 07.8OZ","Dog Treats","ROM","Fareway","Busy",0,0
"DT BUSY RIB HIDE CW 17.5OZ","Dog Treats","ROM","Fareway","Busy",0,0
"DT BUSY RIB HIDE CW 08.8OZ","Dog Treats","ROM","Fareway","Busy",0,0
"DT BUSY ROLLHIDE CW 12OZ","Dog Treats","ROM","Fareway","Busy",0,0
"DT BUSY TWISTED CW 20.2-21OZ","Dog Treats","ROM","Fareway","Busy",0,0
"CW FANCY FEAST BROTHS 01.4OZ","Wet Cat","ROM","Fareway","Fancy Feast",0,0
"DW BENEFUL 03OZ 03CT","Wet Dog","Retailer","Fareway","Beneful",0,0
"DW BENEFUL 03OZ 03CT","Wet Dog","ROM","Fareway","Beneful",0,0
"DT BUSY TWISTED CW 36OZ","Dog Treats","ROM","Fareway","Busy",0,0
"DD PURINA ONE ML TRGTD 16.5LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML TRGTD 07.4-8LB","Dry Dog","ROM","Fareway","Purina One",0,0
"CW FANCY FEAST PURELY 02OZ","Wet Cat","ROM","Fareway","Fancy Feast",0,0
"DT DENTALIFE ACTIVEFRESH DT 06.1-7.2OZ","Dog Treats","ROM","Fareway","Dentalife",0,0
"DD DOG CHOW HI PROTEIN 20LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DT DENTALIFE ACTIVEFRESH DT 01.1OZ","Dog Treats","ROM","Fareway","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 16.9OZ","Dog Treats","ROM","Fareway","Dentalife",0,0
"DT DENTALIFE ACTIVEFRESH DT 15.5OZ","Dog Treats","ROM","Fareway","Dentalife",0,0
"DT DENTALIFE DT 17.1-20.7OZ","Dog Treats","ROM","Fareway","Dentalife",0,0
"DT DENTALIFE DT 02.1OZ","Dog Treats","ROM","Fareway","Dentalife",0,0
"DD PURINA ONE ML TRGTD 15LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DT DENTALIFE DT 28.5OZ","Dog Treats","ROM","Fareway","Dentalife",0,0
"DD DOG CHOW HI PROTEIN 13LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"CT WHISKER LICKINS CR 04OZ","Cat Treats","ROM","Fareway","Whisker Lickins",0,0
"CL TIDY CATS CLUMP LW 17LB - PAIL","Litter","ROM","Fareway","Tidy Cats",0,0
"DD PRO PLAN DEV PUPPY 04-6LB","Dry Dog","ROM","Fareway","Pro Plan",0,0
"DD PURINA ONE TRU INST B&B 15LB","Dry Dog","Retailer","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST B&B 15LB","Dry Dog","ROM","Fareway","Purina One",0,0
"CT FANCY FEAST SAVORY CRAVINGS 3OZ","Cat Treats","ROM","Fareway","Fancy Feast",0,0
"DD PURINA ONE ML TRGTD 31.1LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST B&B 27.5LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DT BUSY TWISTED CW 05.3-7OZ","Dog Treats","ROM","Fareway","Busy",0,0
"CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","Retailer","Fareway","Friskies",0,0
"CT FRISKIES PARTY MIX/NAT YUM CR 02.1OZ","Cat Treats","ROM","Fareway","Friskies",0,0
"CW FRISKIES 05.5OZ 24CT","Wet Cat","Retailer","Fareway","Friskies",0,0
"CW FRISKIES 05.5OZ 24CT","Wet Cat","ROM","Fareway","Friskies",0,0
"DD PURINA ONE ML TRGTD 40LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML PUPPY 03LB","Dry Dog","ROM","Fareway","Purina One",0,0
"CT FANCY FEAST PURE FLAKED 01.06OZ","Cat Treats","ROM","Fareway","Fancy Feast",0,0
"CT WHISKER LICKINS CR 01.7OZ","Cat Treats","ROM","Fareway","Whisker Lickins",0,0
"CT FANCY FEAST SAVORY CRAVINGS 01OZ","Cat Treats","Retailer","Fareway","Fancy Feast",0,0
"CT FANCY FEAST SAVORY CRAVINGS 01OZ","Cat Treats","ROM","Fareway","Fancy Feast",0,0
"DT PIONEER WOMAN MT 16OZ","Dog Treats","ROM","Fareway","Pioneer Woman",0,0
"DT PIONEER WOMAN MT 05OZ","Dog Treats","ROM","Fareway","Pioneer Woman",0,0
"DT PRIME BONES CW 09.7-11.5OZ","Dog Treats","ROM","Fareway","Prime",0,0
"DT PRIME BONES CW 21-22.8OZ","Dog Treats","ROM","Fareway","Prime",0,0
"DT PRIME BONES CW 39.7OZ","Dog Treats","ROM","Fareway","Prime",0,0
"DT PUPPY CHOW MT 24OZ","Dog Treats","ROM","Fareway","Dog Chow Line",0,0
"DT PUPPY CHOW MT 07OZ","Dog Treats","ROM","Fareway","Dog Chow Line",0,0
"DT PURINA ONE TRUE INST MT 07OZ","Dog Treats","ROM","Fareway","Purina One",0,0
"DD BENEFUL 28LB","Dry Dog","ROM","Fareway","Beneful",0,0
"DD ALPO 28-31LB","Dry Dog","ROM","Fareway","Alpo",0,0
"DD BENEFUL PREMIUM 03LB","Dry Dog","ROM","Fareway","Beneful",0,0
"CW BEYOND 03OZ 6CT","Wet Cat","ROM","Fareway","Beyond",0,0
"DD BENEFUL PREMIUM 03.3-4.5LB","Dry Dog","ROM","Fareway","Beneful",0,0
"DD BENEFUL 12LB","Dry Dog","ROM","Fareway","Beneful",0,0
"DD BENEFUL 14LB","Dry Dog","Retailer","Fareway","Beneful",0,0
"DD BENEFUL 14LB","Dry Dog","ROM","Fareway","Beneful",0,0
"DD BENEFUL 03.5LB","Dry Dog","Retailer","Fareway","Beneful",0,0
"DD BENEFUL 03.5LB","Dry Dog","ROM","Fareway","Beneful",0,0
"DD BENEFUL 40LB","Dry Dog","ROM","Fareway","Beneful",0,0
"DD BEYOND ORGANIC 03LB","Dry Dog","ROM","Fareway","Beyond",0,0
"DD BEYOND SM-BRD/SPR FOOD 14.5LB","Dry Dog","ROM","Fareway","Beyond",0,0
"DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","Retailer","Fareway","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 33.6-36LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 46-48LB","Dry Dog","Retailer","Fareway","Dog Chow Line",0,0
"DD DOG CHOW GREEN BG 46-48LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"CT FRISKIES PARTY MIX/NAT YUM CR 30OZ","Cat Treats","ROM","Fareway","Friskies",0,0
"DD MOIST AND MEATY HI PROTEIN 72OZ","Dry Dog","ROM","Fareway","Moist & Meaty",0,0
"DT TREKKERS MT 05OZ","Dog Treats","ROM","Fareway","Trekker's",0,0
"CW FANCY FEAST MEDLEYS 03OZ 12CT","Wet Cat","ROM","Fareway","Fancy Feast",0,0
"DT ZUKES MINI NTRLS MT 06OZ","Dog Treats","ROM","Fareway","Zuke's",0,0
"DD PRO PLAN ESSENTIAL 17-18LB","Dry Dog","ROM","Fareway","Pro Plan",0,0
"DD PRO PLAN SPECIALIZED 16-18LB","Dry Dog","ROM","Fareway","Pro Plan",0,0
"DD PRO PLAN SPECIALIZED 24-34LB","Dry Dog","ROM","Fareway","Pro Plan",0,0
"DD PRO PLAN SPECIALIZED 04-6LB","Dry Dog","ROM","Fareway","Pro Plan",0,0
"CW FANCY FEAST ML 03OZ 12CT","Wet Cat","ROM","Fareway","Fancy Feast",0,0
"DD PUPPY CHOW 32-36LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD PUPPY CHOW 04LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD PUPPY CHOW 40LB","Dry Dog","ROM","Fareway","Dog Chow Line",0,0
"DD PURINA ONE ML TRGTD 12.5LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML TRGTD 03.8-4LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML 04LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE ML 13.5LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST B&B 03.8LB","Dry Dog","Retailer","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST B&B 03.8LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST B&B 36LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST HI-PRO 03.8LB","Dry Dog","Retailer","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST HI-PRO 03.8LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST 03.8LB","Dry Dog","ROM","Fareway","Purina One",0,0
"DD PURINA ONE TRU INST 02.8LB","Dry Dog","ROM","Fareway","Purina One",0,0
